,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE MONTH,SALE YEAR
4994,1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2B,2051,55,C5,10039,6,2,8,1680.0,2118.0,1910,2,C5,1800000.0,11,2016
4995,1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2B,2051,75,C5,10030,10,0,10,1667.0,2802.0,1901,2,C5,1244026.0,11,2016
4996,1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2B,2051,79,C5,10030,8,0,8,1667.0,2502.0,1901,2,C5,1600000.0,3,2017
5489,1,HARLEM-CENTRAL,14 RENTALS - 4-10 UNIT                     ,2A,1720,31,S3,10027,3,1,4,1680.0,4804.0,1909,2,S3,3550000.0,8,2017
5492,1,HARLEM-CENTRAL,14 RENTALS - 4-10 UNIT                     ,2A,1831,62,S9,10026,2,2,4,2546.0,5468.0,1900,2,S9,3880000.0,5,2017
5568,1,HARLEM-CENTRAL,22 STORE BUILDINGS                         ,4,1753,15,K4,10035,2,2,4,1394.0,3320.0,1900,4,K4,2080000.0,7,2017
5601,1,HARLEM-CENTRAL,37 RELIGIOUS FACILITIES                    ,4,1724,49,M1,10027,0,1,1,2498.0,2115.0,1920,4,M1,1000000.0,7,2017
5602,1,HARLEM-CENTRAL,37 RELIGIOUS FACILITIES                    ,4,1753,65,M4,10035,0,1,1,1856.0,2620.0,1890,4,M4,1855000.0,5,2017
5604,1,HARLEM-CENTRAL,37 RELIGIOUS FACILITIES                    ,4,1915,35,M1,10037,0,1,1,2288.0,3763.0,1910,4,M1,2430000.0,2,2017
5605,1,HARLEM-CENTRAL,37 RELIGIOUS FACILITIES                    ,4,1929,23,M9,10027,0,1,1,2523.0,4529.0,1910,4,M9,816666.0,6,2017
5647,1,HARLEM-EAST,01 ONE FAMILY DWELLINGS                    ,1,1629,101,A5,10029,1,0,1,1162.0,2464.0,1890,1,A5,2250000.0,11,2016
5648,1,HARLEM-EAST,02 TWO FAMILY DWELLINGS                    ,1,1643,22,S2,10029,2,1,3,1345.0,2858.0,1900,1,S2,1319700.0,7,2017
5650,1,HARLEM-EAST,02 TWO FAMILY DWELLINGS                    ,1,1807,133,B1,10035,2,0,2,1682.0,3000.0,1899,1,B1,424797.0,2,2017
5655,1,HARLEM-EAST,03 THREE FAMILY DWELLINGS                  ,1,1659,31,C0,10029,3,0,3,2212.0,2898.0,1996,1,C0,2500000.0,4,2017
5660,1,HARLEM-EAST,03 THREE FAMILY DWELLINGS                  ,1,1710,11,C0,10029,3,0,3,2018.0,3680.0,1901,1,C0,1533000.0,7,2017
5661,1,HARLEM-EAST,03 THREE FAMILY DWELLINGS                  ,1,1796,48,C0,10035,3,0,3,1968.0,3420.0,1899,1,C0,2100000.0,9,2016
5678,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2,1628,103,C4,10029,11,0,11,1875.0,7125.0,1910,2,C4,125500.0,6,2017
5690,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1631,47,C4,10029,8,0,8,2523.0,6704.0,1910,2,C4,6800000.0,5,2017
5693,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1632,145,C5,10029,4,0,4,2018.0,5110.0,1900,2,C5,5280000.0,8,2017
5696,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1634,28,C4,10029,8,0,8,2851.0,7328.0,1910,2,C4,2245945.0,2,2017
5697,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1635,27,C2,10029,5,0,5,1716.0,4140.0,1910,2,C2,2550000.0,7,2017
5698,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1635,45,C2,10029,5,0,5,1716.0,4075.0,1910,2,C2,1300000.0,12,2016
5699,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1636,23,C7,10029,9,1,10,1083.0,3532.0,1900,2,C7,2300000.0,10,2016
5700,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1636,50,C7,10029,9,1,10,1422.0,4809.0,1920,2,C7,2470000.0,7,2017
5704,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1638,140,C3,10029,4,0,4,1766.0,2412.0,1890,2,C3,1469500.0,2,2017
5705,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1638,141,C3,10029,4,0,4,1766.0,2412.0,1890,2,C3,1900000.0,11,2016
5715,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1660,43,C1,10029,10,0,10,2523.0,6092.0,1910,2,C1,4373570.0,12,2016
5716,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2,1661,16,C1,10029,16,0,16,2523.0,6592.0,1900,2,C1,3425000.0,12,2016
5717,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2,1661,17,C1,10029,16,0,16,2523.0,7142.0,1900,2,C1,3450000.0,12,2016
5718,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2,1661,18,C1,10029,16,0,16,2523.0,6712.0,1900,2,C1,3300000.0,12,2016
5720,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1665,5,C3,10029,4,0,4,1817.0,3483.0,1890,2,C3,2300000.0,9,2016
5721,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1665,9,C3,10029,4,0,4,1817.0,2697.0,1910,2,C3,1275000.0,7,2017
5768,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1708,10,C4,10029,8,0,8,2523.0,6040.0,1910,2,C4,2250000.0,12,2016
5769,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1708,11,C4,10029,10,0,10,2523.0,6040.0,1910,2,C4,2450000.0,12,2016
5770,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1708,12,C4,10029,8,0,8,2523.0,6040.0,1910,2,C4,1675000.0,12,2016
5771,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1708,13,C4,10029,9,0,9,2523.0,6040.0,1900,2,C4,2225000.0,12,2016
5778,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1711,5,C4,10035,7,0,7,1682.0,4730.0,1900,2,C4,1260000.0,8,2017
5786,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1796,7,C4,10035,4,0,4,1892.0,4500.0,1900,2,C4,1825000.0,1,2017
5788,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1807,40,C3,10035,4,0,4,1892.0,2189.0,1900,2,C3,1487500.0,3,2017
5790,1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1815,10,C4,10035,8,0,8,1682.0,2394.0,1900,2,C4,1825000.0,2,2017
5914,1,HARLEM-EAST,14 RENTALS - 4-10 UNIT                     ,2A,1644,26,S9,10029,3,2,5,1892.0,3649.0,1910,2,S9,6726800.0,12,2016
5916,1,HARLEM-EAST,14 RENTALS - 4-10 UNIT                     ,2B,1661,23,S9,10029,6,2,8,1850.0,5144.0,1910,2,S9,2925000.0,10,2016
5917,1,HARLEM-EAST,14 RENTALS - 4-10 UNIT                     ,2B,1675,4,S9,10029,6,2,8,1865.0,5660.0,1920,2,S9,2600000.0,5,2017
5921,1,HARLEM-EAST,14 RENTALS - 4-10 UNIT                     ,2A,1709,42,S9,10029,2,2,4,1880.0,3456.0,1900,2,S9,1525000.0,5,2017
5960,1,HARLEM-EAST,21 OFFICE BUILDINGS                        ,4,1666,43,O8,10035,3,1,4,2018.0,3992.0,1910,4,O8,1350000.0,3,2017
5961,1,HARLEM-EAST,22 STORE BUILDINGS                         ,4,1687,23,K2,10029,0,2,2,1460.0,2460.0,1910,4,K2,1800000.0,6,2017
5963,1,HARLEM-EAST,22 STORE BUILDINGS                         ,4,1795,31,K4,10035,0,2,2,2288.0,4500.0,1900,4,K4,2550000.0,9,2016
5964,1,HARLEM-EAST,27 FACTORIES                               ,4,1708,41,F5,10029,0,1,1,2523.0,7275.0,1900,4,F5,3700000.0,4,2017
5989,1,HARLEM-UPPER,01 ONE FAMILY DWELLINGS                    ,1,2059,104,A4,10031,1,0,1,1799.0,5810.0,1899,1,A4,4650000.0,1,2017
5990,1,HARLEM-UPPER,01 ONE FAMILY DWELLINGS                    ,1,2060,24,A9,10031,1,0,1,1898.0,3876.0,1901,1,A9,950000.0,12,2016
5992,1,HARLEM-UPPER,01 ONE FAMILY DWELLINGS                    ,1,2060,38,A9,10031,1,0,1,1998.0,4730.0,1901,1,A9,72500.0,4,2017
5994,1,HARLEM-UPPER,01 ONE FAMILY DWELLINGS                    ,1,2067,40,A9,10031,1,0,1,1340.0,4944.0,1899,1,A9,3395000.0,11,2016
5995,1,HARLEM-UPPER,01 ONE FAMILY DWELLINGS                    ,1,2073,40,A4,10031,1,0,1,1080.0,2394.0,1910,1,A4,2800000.0,7,2017
5996,1,HARLEM-UPPER,01 ONE FAMILY DWELLINGS                    ,1,2093,134,A9,10031,1,0,1,1499.0,2307.0,1926,1,A9,1950000.0,5,2017
5997,1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2058,20,B3,10031,2,0,2,1799.0,4369.0,1901,1,B3,3175000.0,8,2017
5998,1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2058,156,B1,10031,2,0,2,1632.0,4464.0,1899,1,B1,3000000.0,5,2017
5999,1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2059,47,B3,10031,2,0,2,2447.0,3708.0,1901,1,B3,3125000.0,4,2017
6000,1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2062,31,B1,10031,2,0,2,1199.0,3360.0,1901,1,B1,15000.0,1,2017
6002,1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2067,56,B1,10031,2,0,2,1582.0,3108.0,1899,1,B1,2036500.0,1,2017
6003,1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2067,154,B1,10031,2,0,2,1582.0,2688.0,1899,1,B1,2600000.0,9,2016
6004,1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2076,25,B9,10031,2,0,2,1674.0,3480.0,1910,1,B9,2450000.0,6,2017
6005,1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2084,9,B3,10031,2,0,2,1499.0,2340.0,1899,1,B3,1150000.0,9,2016
6007,1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2087,23,B1,10031,2,0,2,1649.0,2796.0,1901,1,B1,1700000.0,6,2017
6008,1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2094,26,B3,10031,2,0,2,1249.0,2640.0,1901,1,B3,2420000.0,8,2017
6010,1,HARLEM-UPPER,03 THREE FAMILY DWELLINGS                  ,1,2061,34,C0,10031,3,0,3,1672.0,5272.0,1920,1,C0,2650000.0,10,2016
6014,1,HARLEM-UPPER,03 THREE FAMILY DWELLINGS                  ,1,2073,16,C0,10031,3,0,3,1599.0,4755.0,1910,1,C0,2075000.0,11,2016
6016,1,HARLEM-UPPER,03 THREE FAMILY DWELLINGS                  ,1,2080,143,C0,10031,3,0,3,1499.0,2868.0,1910,1,C0,2475000.0,6,2017
6017,1,HARLEM-UPPER,03 THREE FAMILY DWELLINGS                  ,1,2081,13,C0,10031,3,0,3,1665.0,3334.0,1910,1,C0,2400000.0,12,2016
6018,1,HARLEM-UPPER,03 THREE FAMILY DWELLINGS                  ,1,2089,121,C0,10031,3,0,3,1499.0,2180.0,1910,1,C0,1700000.0,5,2017
6020,1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2058,104,C3,10031,4,0,4,1799.0,4590.0,1920,2,C3,2350000.0,12,2016
6021,1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2059,17,C5,10031,6,0,6,2367.0,4479.0,1920,2,C5,1400000.0,2,2017
6022,1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2060,154,C3,10031,4,0,4,1998.0,4816.0,1926,2,C3,1600000.0,2,2017
6023,1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2B,2061,17,C1,10031,7,0,7,750.0,1800.0,1920,2,C1,2650000.0,6,2017
6025,1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2061,21,C3,10031,4,0,4,1424.0,2265.0,1920,2,C3,1995000.0,5,2017
6027,1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2061,26,C2,10031,6,0,6,1649.0,2670.0,1920,2,C2,2395000.0,1,2017
6029,1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2063,17,C2,10031,5,0,5,1360.0,2688.0,1926,2,C2,2420000.0,2,2017
6030,1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2063,26,C2,10031,5,0,5,1998.0,4784.0,1899,2,C2,2000000.0,2,2017
6031,1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2063,41,C3,10031,4,0,4,1898.0,4112.0,1899,2,C3,2100000.0,9,2016
6032,1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2064,43,C3,10031,4,0,4,1352.0,2520.0,1926,2,C3,1600000.0,1,2017
6038,1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2073,19,C3,10031,4,0,4,1599.0,3604.0,1920,2,C3,1320000.0,6,2017
6040,1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2074,117,C3,10031,4,0,4,1599.0,2637.0,1926,2,C3,2250000.0,4,2017
6043,1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2B,2089,18,C5,10031,8,0,8,1500.0,2202.0,1926,2,C5,1200000.0,3,2017
6117,1,HARLEM-UPPER,22 STORE BUILDINGS                         ,4,2068,43,K2,10032,0,1,1,2500.0,4200.0,1926,4,K2,1500000.0,6,2017
6128,1,HARLEM-UPPER,37 RELIGIOUS FACILITIES                    ,1,2074,119,B1,10031,2,1,2,1599.0,3516.0,1926,4,M1,2890000.0,1,2017
6129,1,HARLEM-WEST,01 ONE FAMILY DWELLINGS                    ,1,2071,141,A9,10031,1,0,1,1499.0,2845.0,1899,1,A9,2260000.0,10,2016
6130,1,HARLEM-WEST,02 TWO FAMILY DWELLINGS                    ,1,2071,52,B9,10031,2,0,2,1088.0,3260.0,1899,1,B9,1512500.0,12,2016
6131,1,HARLEM-WEST,07 RENTALS - WALKUP APARTMENTS             ,2B,1967,73,C5,10027,10,0,10,846.0,1850.0,1926,2,C5,1445000.0,5,2017
6132,1,HARLEM-WEST,07 RENTALS - WALKUP APARTMENTS             ,2A,1967,173,C2,10027,6,0,6,799.0,1850.0,1926,2,C2,1500000.0,11,2016
6167,1,INWOOD,01 ONE FAMILY DWELLINGS                    ,1,2215,510,A5,10463,1,0,1,1219.0,1224.0,1920,1,A5,635000.0,8,2017
6168,1,INWOOD,01 ONE FAMILY DWELLINGS                    ,1,2215,510,A5,10463,1,0,1,1219.0,1224.0,1920,1,A5,307242.0,11,2016
6281,1,INWOOD,22 STORE BUILDINGS                         ,4,2215,68,K1,10463,0,2,2,7500.0,3200.0,1926,4,K1,1062000.0,12,2016
6286,1,JAVITS CENTER,02 TWO FAMILY DWELLINGS                    ,1,733,63,S2,10018,2,1,3,2469.0,4747.0,1910,1,S2,6100000.0,1,2017
6290,1,JAVITS CENTER,07 RENTALS - WALKUP APARTMENTS             ,2B,736,39,C7,10018,9,1,10,2469.0,7720.0,1900,2,C7,4840000.0,3,2017
6313,1,JAVITS CENTER,21 OFFICE BUILDINGS                        ,4,708,48,O5,10018,0,2,2,2468.0,6957.0,1910,4,O5,5000000.0,8,2017
6316,1,JAVITS CENTER,21 OFFICE BUILDINGS                        ,4,731,70,O2,10001,0,1,1,1975.0,7920.0,1968,4,O2,9180000.0,5,2017
6327,1,KIPS BAY,02 TWO FAMILY DWELLINGS                    ,1,924,11,B9,10003,2,0,2,1840.0,2880.0,1910,1,B9,4600000.0,9,2016
6328,1,KIPS BAY,02 TWO FAMILY DWELLINGS                    ,1,924,45,B9,10003,2,0,2,1794.0,3800.0,1910,1,B9,3900000.0,9,2016
6329,1,KIPS BAY,02 TWO FAMILY DWELLINGS                    ,1,935,57,S2,10016,2,1,3,2107.0,2898.0,1899,1,S2,5750000.0,5,2017
6330,1,KIPS BAY,07 RENTALS - WALKUP APARTMENTS             ,2B,924,4,C4,10003,10,0,10,2167.0,5720.0,1910,2,C4,6650000.0,6,2017
6697,1,LITTLE ITALY,01 ONE FAMILY DWELLINGS                    ,1,471,2,A4,10013,1,0,1,1016.0,3700.0,1800,1,A4,7090000.0,3,2017
6743,1,LOWER EAST SIDE,07 RENTALS - WALKUP APARTMENTS             ,2B,283,91,C7,10002,8,2,10,1605.0,7535.0,1900,2,C7,4400000.0,7,2017
6747,1,LOWER EAST SIDE,07 RENTALS - WALKUP APARTMENTS             ,2,350,1,C1,10002,19,0,19,1650.0,7425.0,1910,2,C1,7550000.0,12,2016
6990,1,LOWER EAST SIDE,14 RENTALS - 4-10 UNIT                     ,2A,299,32,S3,10002,3,1,4,1000.0,4980.0,1900,2,S3,5250000.0,12,2016
7005,1,LOWER EAST SIDE,22 STORE BUILDINGS                         ,4,298,10,K4,10002,2,2,4,1625.0,4544.0,1900,4,K4,6988000.0,4,2017
7006,1,LOWER EAST SIDE,22 STORE BUILDINGS                         ,4,345,1,K1,10002,0,1,1,1765.0,1750.0,1965,4,K1,3800000.0,1,2017
7007,1,LOWER EAST SIDE,22 STORE BUILDINGS                         ,4,408,24,K2,10002,0,10,10,2975.0,5338.0,1900,4,K2,6000000.0,7,2017
7008,1,LOWER EAST SIDE,22 STORE BUILDINGS                         ,4,409,41,K1,10002,0,1,1,3372.0,5930.0,1920,4,K1,9000000.0,11,2016
7009,1,LOWER EAST SIDE,22 STORE BUILDINGS                         ,4,410,67,K4,10002,0,1,1,2220.0,7520.0,1900,4,K4,8000000.0,2,2017
7012,1,LOWER EAST SIDE,22 STORE BUILDINGS                         ,4,424,11,K4,10002,3,1,4,2565.0,5696.0,1910,4,K4,8700000.0,6,2017
7013,1,LOWER EAST SIDE,22 STORE BUILDINGS                         ,4,426,27,K2,10002,0,1,1,2500.0,5000.0,1900,4,K2,8000000.0,3,2017
7015,1,LOWER EAST SIDE,23 LOFT BUILDINGS                          ,4,310,17,L8,10002,0,1,1,1050.0,3823.0,1910,4,L8,3600000.0,10,2016
7040,1,MANHATTAN VALLEY,03 THREE FAMILY DWELLINGS                  ,1,1847,11,C0,10026,3,0,3,1682.0,3333.0,1900,1,C0,3075000.0,3,2017
7046,1,MANHATTAN VALLEY,07 RENTALS - WALKUP APARTMENTS             ,2,1842,62,C7,10025,10,2,12,1875.0,7540.0,1900,2,C7,4554000.0,8,2017
7059,1,MANHATTAN VALLEY,07 RENTALS - WALKUP APARTMENTS             ,2,1847,7,C5,10026,12,0,12,1682.0,3332.0,1900,2,C5,2200000.0,8,2017
7453,1,MIDTOWN CBD,22 STORE BUILDINGS                         ,4,1300,26,K4,10017,0,4,4,2008.0,5468.0,1926,4,K4,7500000.0,5,2017
7474,1,MIDTOWN EAST,01 ONE FAMILY DWELLINGS                    ,1,1322,8,A4,10017,1,0,1,1665.0,3060.0,1899,1,A4,5000000.0,2,2017
7476,1,MIDTOWN EAST,01 ONE FAMILY DWELLINGS                    ,1,1326,18,A4,10022,1,0,1,1506.0,3240.0,1899,1,A4,5200000.0,12,2016
7477,1,MIDTOWN EAST,02 TWO FAMILY DWELLINGS                    ,1,1322,115,B9,10017,2,0,2,2008.0,4800.0,1899,1,B9,7000000.0,5,2017
7484,1,MIDTOWN EAST,03 THREE FAMILY DWELLINGS                  ,1,1344,45,C0,10022,3,0,3,1908.0,4500.0,1910,1,C0,5700000.0,12,2016
7485,1,MIDTOWN EAST,03 THREE FAMILY DWELLINGS                  ,1,1370,105,C0,10022,3,0,3,1674.0,3200.0,1899,1,C0,4500000.0,12,2016
7490,1,MIDTOWN EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1343,34,C5,10022,7,0,7,2008.0,5312.0,1920,2,C5,5500000.0,6,2017
7491,1,MIDTOWN EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1343,134,C5,10022,9,0,9,2008.0,5812.0,1920,2,C5,7100000.0,9,2016
7492,1,MIDTOWN EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1344,47,C3,10022,4,0,4,1907.0,3952.0,1950,2,C3,4625000.0,11,2016
7495,1,MIDTOWN EAST,07 RENTALS - WALKUP APARTMENTS             ,2,1350,27,C7,10022,16,2,18,1856.0,7370.0,1930,2,C7,2950000.0,8,2017
8654,1,MIDTOWN EAST,14 RENTALS - 4-10 UNIT                     ,2A,1325,28,S3,10022,3,1,4,1400.0,4640.0,1901,2,S3,5500000.0,12,2016
8699,1,MIDTOWN EAST,22 STORE BUILDINGS                         ,4,1324,21,K9,10022,0,1,1,5524.0,3802.0,1910,4,K9,1120000.0,12,2016
8700,1,MIDTOWN EAST,22 STORE BUILDINGS                         ,4,1324,21,K9,10022,0,1,1,5524.0,3802.0,1910,4,K9,1500000.0,12,2016
8702,1,MIDTOWN EAST,22 STORE BUILDINGS                         ,4,1326,30,K4,10022,1,2,3,1895.0,3350.0,1900,4,K4,5500000.0,4,2017
9596,1,MIDTOWN WEST,21 OFFICE BUILDINGS                        ,4,1037,109,O5,10036,1,2,3,1968.0,4043.0,1920,4,O5,8171775.0,8,2017
9882,1,MURRAY HILL,01 ONE FAMILY DWELLINGS                    ,1,893,71,A4,10016,1,0,1,495.0,1920.0,1910,1,A4,3850000.0,7,2017
9883,1,MURRAY HILL,01 ONE FAMILY DWELLINGS                    ,1,893,74,A4,10016,1,0,1,491.0,1824.0,1910,1,A4,2650000.0,5,2017
9886,1,MURRAY HILL,07 RENTALS - WALKUP APARTMENTS             ,2B,859,84,C5,10016,8,1,9,1728.0,5719.0,1925,2,C5,4584000.0,12,2016
9888,1,MURRAY HILL,07 RENTALS - WALKUP APARTMENTS             ,2B,886,33,C5,10016,10,0,10,1975.0,6895.0,1910,2,C5,4800000.0,1,2017
9890,1,MURRAY HILL,07 RENTALS - WALKUP APARTMENTS             ,2B,892,15,C5,10016,7,0,7,1492.0,4304.0,1910,2,C5,4225000.0,2,2017
9891,1,MURRAY HILL,07 RENTALS - WALKUP APARTMENTS             ,2B,894,18,C7,10016,9,1,10,1425.0,5844.0,1910,2,C7,7037500.0,3,2017
9892,1,MURRAY HILL,07 RENTALS - WALKUP APARTMENTS             ,2,894,38,C5,10016,11,0,11,2469.0,6357.0,1920,2,C5,6052000.0,12,2016
9893,1,MURRAY HILL,07 RENTALS - WALKUP APARTMENTS             ,2B,895,11,C5,10016,8,1,9,1646.0,4018.0,1910,2,C5,5600000.0,9,2016
9897,1,MURRAY HILL,08 RENTALS - ELEVATOR APARTMENTS           ,2,893,15,D9,10016,12,0,12,2469.0,7080.0,1920,2,D9,7463000.0,12,2016
10440,1,MURRAY HILL,14 RENTALS - 4-10 UNIT                     ,2B,885,86,S5,10016,6,1,7,1580.0,5875.0,1920,2,S5,7150000.0,4,2017
10441,1,MURRAY HILL,14 RENTALS - 4-10 UNIT                     ,2A,888,46,S3,10016,3,1,4,625.0,2500.0,1910,2,S3,2350000.0,11,2016
10464,1,MURRAY HILL,21 OFFICE BUILDINGS                        ,4,893,11,O2,10016,6,1,1,1975.0,4460.0,1910,4,O2,5700000.0,3,2017
10466,1,MURRAY HILL,22 STORE BUILDINGS                         ,4,858,34,K4,10016,3,1,4,2173.0,7150.0,1925,4,K4,6050000.0,3,2017
10575,1,SOHO,02 TWO FAMILY DWELLINGS                    ,1,489,22,B3,10012,2,0,2,1755.0,2239.0,1899,1,B3,8000000.0,6,2017
10578,1,SOHO,02 TWO FAMILY DWELLINGS                    ,1,520,27,B1,10014,2,0,2,1235.0,3300.0,1899,1,B1,2056500.0,6,2017
10809,1,SOHO,14 RENTALS - 4-10 UNIT                     ,2A,520,79,S5,10012,5,1,6,1937.0,5240.0,1920,2,S5,9850000.0,12,2016
10845,1,SOHO,22 STORE BUILDINGS                         ,4,231,1,K2,10013,0,1,1,907.0,1748.0,1910,4,K2,5400000.0,1,2017
10848,1,SOHO,22 STORE BUILDINGS                         ,4,482,28,K4,10012,0,2,2,2500.0,4000.0,1900,4,K4,8400000.0,6,2017
11689,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1389,133,A4,10021,1,0,1,1839.0,6282.0,1901,1,A4,200000.0,1,2017
11690,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1391,8,A4,10021,1,0,1,2507.0,6860.0,1923,1,A4,8300000.0,3,2017
11695,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1404,147,S1,10021,1,1,2,1983.0,5994.0,1901,1,S1,9350000.0,5,2017
11701,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1409,23,A4,10021,1,0,1,1890.0,4608.0,1910,1,A4,9900000.0,9,2016
11702,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1412,167,A4,10075,1,0,1,1839.0,5436.0,1899,1,A4,4250000.0,8,2017
11706,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1422,129,A4,10065,1,0,1,1674.0,3585.0,1899,1,A4,6000000.0,6,2017
11707,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1426,18,A4,10021,1,0,1,1890.0,2700.0,1899,1,A4,6350000.0,8,2017
11708,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1433,20,A4,10075,1,0,1,1413.0,2600.0,1899,1,A4,4000000.0,7,2017
11710,1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1398,66,B3,10065,2,0,2,1255.0,3012.0,1899,1,B3,6000000.0,6,2017
11715,1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1415,32,B3,10065,2,0,2,2008.0,3814.0,1910,1,B3,7245000.0,9,2016
11716,1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1415,39,B3,10065,2,0,2,2008.0,4000.0,1910,1,B3,7050000.0,2,2017
11718,1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1422,136,B9,10065,2,0,2,1817.0,3456.0,1899,1,B9,8000000.0,4,2017
11719,1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1437,19,B9,10065,2,0,2,1707.0,2584.0,1910,1,B9,3850000.0,12,2016
11721,1,UPPER EAST SIDE (59-79),03 THREE FAMILY DWELLINGS                  ,1,1416,132,C0,10065,3,0,3,2008.0,3600.0,1905,1,C0,6982500.0,1,2017
11723,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2A,1397,130,C3,10065,4,0,4,1600.0,3810.0,1899,2,C3,7220500.0,6,2017
